A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2Condition;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Condition;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DCondition;DHR;DRMSSD;DSCL
PP16;2;R;20121015T144100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;R;0,851148;0,387768;0,048369;0,19259;0,023914;0,002102;0,003158;0,024361;-0,146532;-11,681725;-1,820954;-2,4278;0;0,5;0,339286;0,276786;0,0625;0,366071;0,116071;0,705357;0,071429;0,035714;0,017857;0,866071;0,589286;0;1,160714;0,383929;0,723214;1,464286;0;0;0,0625;0,160714;0,017857;0;0,223214;0;0;0;0,375;2;0,851147591;0,387767543;0,048368538;0,192589796;0,023913657;0,00210152;0,003158135;0,024361168;-0,146532222;-11,68172453;-1,820954083;-2,427800073;0;0,5;0,339285714;0,276785714;0,0625;0,366071429;0,116071429;0,705357143;0,071428571;0,035714286;0,017857143;0,866071429;0,589285714;0;1,160714286;0,383928571;0,723214286;1,464285714;0;0;0,0625;0,160714286;0,017857143;0;0,223214286;0;0;0;0,375;2;R;87;0.051889;117563573
PP3;3;I;20120924T154200000;23;10;2;1;8;1;1.669.346.985.422.760;52;42;10;0;1;0;8;9;3;3;I;23;10;2;1;8;1;1,67E+15;1669;52;42;10;0;1;0;8;9;3;3;I;0,877926;0,276859;0,118144;0,014373;0,001889;0,64531;0,003117;0,000338;0,103374;5,982869;-6,221543;-4,841314;0,276151;0,200837;0,217573;0;0,719665;0,016736;0,309623;0,782427;0,146444;0,004184;3,146444;1,958159;0;2,958159;0,058577;0;0;0;1,037657;0,368201;0,050209;0,627615;0;0,439331;0,09205;0,598326;0;0;0,401674;3;0,877925968;0,276858849;0,118144263;0,014372944;0,001888943;0,645309682;0,003117037;0,000338;0,10337421;5,982869485;-6,221543304;-4,841314172;0,276150628;0,20083682;0,217573222;0;0,719665272;0,016736402;0,309623431;0,782426778;0,146443515;0,0041841;3,146443515;1,958158996;0;2,958158996;0,058577406;0;0;0;1,037656904;0,368200837;0,050209205;0,627615063;0;0,439330544;0,092050209;0,59832636;0;0;0,40167364;3;I;87;0.066966;148242806
PP12;1;N;20121009T153500000;3;1;0;0;0;1;1.105.196.591.124.050;189;145;44;0;11;0;25;0;0;0;N;3;1;0;0;0;1;1,11E+15;1105;189;145;44;0;11;0;25;0;0;1;N;0,890469;0,27471;0,342149;0,102529;0,018856;0,037876;0,00011;0,007406;0,23012;-1,84374;-4,785021;-6,067719;0,353191;0,821277;0,621277;0,761702;0;0;0;0,506383;0,191489;0,021277;0,110638;0;0;0;0;0;0;0;0,06383;0;0;0;0;0;0;0,634043;0;0;3,451064;1;0,890468874;0,274710142;0,342149025;0,102529042;0,018855587;0,037875917;0,00011;0,007405889;0,23012015;-1,843740402;-4,78502066;-6,067719255;0,353191489;0,821276596;0,621276596;0,761702128;0;0;0;0,506382979;0,191489362;0,021276596;0,110638298;0;0;0;0;0;0;0;0,063829787;0;0;0;0;0;0;0,634042553;0;0;3,45106383;1;N;87;0.025113;24209908
PP16;1;R;20121015T132900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,904811;0,76658;0,025859;0,068634;0,001774;0,003049;0,000617;0,001187;-0,042774;-28,468654;-9,772341;11,40221;0;0,520362;0,511312;0,022624;0,00905;0;0,434389;0,217195;0,452489;0;0;0,533937;0,027149;0;0,226244;0;0,153846;0,257919;0;0;0,00905;0,040724;0;0;0,00905;0;0;0,108597;0,289593;1;0,904810549;0,766580307;0,025859374;0,068633824;0,001774264;0,003048902;0,000617;0,001187431;-0,042774451;-28,46865365;-9,772341204;11,40220961;0;0,520361991;0,511312217;0,022624434;0,009049774;0;0,43438914;0,21719457;0,452488688;0;0;0,533936652;0,027149321;0;0,226244344;0;0,153846154;0,257918552;0;0;0,009049774;0,040723982;0;0;0,009049774;0;0;0,108597285;0,28959276;1;R;87;0.035659;65887942
PP14;1;N;20121010T134100000;27;12;0;5;2;4;18.017.481.128.281.600;38;17;21;1;8;0;3;3;5;0;N;27;12;0;5;2;4;1,80E+16;18017;38;17;21;1;8;0;3;3;5;1;N;0,921833;0,887962;0,000135;0,013341;0,065072;0,016782;0,000002;0,027607;-0,065141;-13,284207;-7,197827;-4,92507;0;0;0;0,151899;0,025316;0,835443;0;0,683544;0,278481;0;0;0;0,481013;0;0;0,911392;0;0;0;0;1,050633;0;0;0,139241;0;0;0;0;0;1;0,921833228;0,887961968;0,000135;0,013340964;0,06507159;0,016782301;0,00000154;0,027606686;-0,065140841;-13,28420684;-7,197826722;-4,925069911;0;0;0;0,151898734;0,025316456;0,835443038;0;0,683544304;0,278481013;0;0;0;0,481012658;0;0;0,911392405;0;0;0;0;1,050632911;0;0;0,139240506;0;0;0;0;0;1;N;87;0.021792;115188804
PP16;1;R;20121015T133100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,923018;0,884423;0,010958;0,128264;0,002003;0,004101;0,000111;0,000192;-0,117307;-29,022572;-7,315609;2,361673;0;0,129707;0,075314;0,121339;0,029289;0,16318;0,054393;0,757322;0,087866;0,016736;0;0;0,050209;0,004184;0,205021;0,142259;0;0;0;0;0;0,008368;0;0,004184;0,008368;0;0;0;0,150628;1;0,92301819;0,884422679;0,01095781;0,128264423;0,002003284;0,004101079;0,000111;0,000192;-0,117306612;-29,02257237;-7,315609085;2,361672774;0;0,129707113;0,075313808;0,121338912;0,029288703;0,163179916;0,054393305;0,757322176;0,087866109;0,016736402;0;0;0,050209205;0,0041841;0,205020921;0,142259414;0;0;0;0;0;0,008368201;0;0,0041841;0,008368201;0;0;0;0,150627615;1;R;87;0.035976;89876375
PP18;1;R;20121019T093000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,925975;0,911235;0,053966;0,008664;0,013394;0,004067;0,000237;0,0025;0,037035;-14,927461;-2,923594;-1,804013;0,029915;0,017094;0,029915;0,34188;0;0;0;0,816239;0,094017;0,017094;0;0,029915;0;0;0;0,012821;0;0,012821;0;0,42735;0,064103;0,290598;0;0,081197;0,004274;0,055556;0;0,004274;0,038462;1;0,925974772;0,911235114;0,053966135;0,008664321;0,013394261;0,004067256;0,000237;0,002500099;0,037035232;-14,92746124;-2,923593764;-1,804013304;0,02991453;0,017094017;0,02991453;0,341880342;0;0;0;0,816239316;0,094017094;0,017094017;0;0,02991453;0;0;0;0,012820513;0;0,012820513;0;0,427350427;0,064102564;0,290598291;0;0,081196581;0,004273504;0,055555556;0;0,004273504;0,038461538;1;R;87;0.027548;501635419
PP3;2;T;20120924T143700000;19;8;0;0;1;5;15.954.681.649.491.800;51;17;34;0;6;0;9;1;2;2;T;19;8;0;0;1;5;1,60E+16;15955;51;17;34;0;6;0;9;1;2;2;T;0,928804;0,485527;0,008283;0,024254;0,000396;0,578051;0,000893;0,00022;-0,015971;2,819802;-6,839203;-4,807642;0;0,304167;0,2625;0;0,570833;0;0,404167;0,679167;0,279167;0;2,558333;1,825;0;2,108333;0;0;0;0;0;0;0;0;0;0,208333;0;0;0;0;0,970833;2;0,928804495;0,485527069;0,008283201;0,024253843;0,000396;0,578050822;0,000893;0,00022;-0,015970643;2,819802094;-6,839202608;-4,807641521;0;0,304166667;0,2625;0;0,570833333;0;0,404166667;0,679166667;0,279166667;0;2,558333333;1,825;0;2,108333333;0;0;0;0;0;0;0;0;0;0,208333333;0;0;0;0;0,970833333;2;T;87;0.03499;119391844
PP24;1;N;20121105T133800000;22;9;0;0;11;1;1.648.628.485.924.610;128;72;56;0;41;0;13;4;4;0;N;22;9;0;0;11;1;1,65E+15;1649;128;72;56;0;41;0;13;4;4;1;N;0,941007573;0,959136225;0,004886496;0,008888525;0,049593858;0,015851746;0,0000168;0,000284;-0,046241232;-14,8890233;-7,272639637;-2,527306936;0,0125;0,05;0,041666667;0,1375;0;0,120833333;0;0,895833333;0,058333333;0,025;0;0;0;0;0;0;0;0;0;0,5;0;0;0,0125;0,016666667;0,045833333;0,0125;0,004166667;0;0;1;0,941007573;0,959136225;0,004886496;0,008888525;0,049593858;0,015851746;0,0000168;0,000284;-0,046241232;-14,8890233;-7,272639637;-2,527306936;0,0125;0,05;0,041666667;0,1375;0;0,120833333;0;0,895833333;0,058333333;0,025;0;0;0;0;0;0;0;0;0;0,5;0;0;0,0125;0,016666667;0,045833333;0,0125;0,004166667;0;0;1;N;87;0.026866;269987194
PP24;1;N;20121105T133700000;15;8;0;0;1;3;9.297.789.534.360.340;58;20;38;0;30;0;5;6;1;0;N;15;8;0;0;1;3;9,30E+15;9298;58;20;38;0;30;0;5;6;1;1;N;0,94331036;0,924679982;0,004890063;0,012719148;0,063272826;0,044585421;0,000019;0,000279;-0,063729337;-13,31888077;-8,313991254;-2,480259741;0,164179104;0,034825871;0,004975124;0,014925373;0;0,099502488;0;0,880597015;0,084577114;0,004975124;0;0,019900498;0,009950249;0;0;0,004975124;0;0;0;0,328358209;0;0;0,039800995;0;0,029850746;0,243781095;0;0;0;1;0,94331036;0,924679982;0,004890063;0,012719148;0,063272826;0,044585421;0,000019;0,000279;-0,063729337;-13,31888077;-8,313991254;-2,480259741;0,164179104;0,034825871;0,004975124;0,014925373;0;0,099502488;0;0,880597015;0,084577114;0,004975124;0;0,019900498;0,009950249;0;0;0,004975124;0;0;0;0,328358209;0;0;0,039800995;0;0,029850746;0,243781095;0;0;0;1;N;87;0.076419;272186542
PP16;1;N;20121015T141100000;24;8;2;0;8;3;1.603.989.109.073.220;43;26;17;0;5;1;7;3;0;0;N;24;8;2;0;8;3;1,60E+15;1604;43;26;17;0;5;1;7;3;0;1;N;0,82787;0,620881;0,004741;0,250223;0,008093;0,007498;0,00012;0,056704;-0,247948;-5,506637;-5,285438;-3,839116;0;0,27027;0,437838;0,443243;0,010811;0,335135;0,167568;0,686486;0,102703;0,075676;0;0;0,87027;0,097297;0,221622;0,216216;0,064865;1,6;0;0;0,951351;0,156757;0,032432;0,248649;0,32973;0;0;0;1,378378;1;0,827869871;0,620880651;0,004740684;0,250222902;0,008093423;0,007497908;0,00012;0,056704314;-0,247947893;-5,506636689;-5,285438181;-3,83911569;0;0,27027027;0,437837838;0,443243243;0,010810811;0,335135135;0,167567568;0,686486486;0,102702703;0,075675676;0;0;0,87027027;0,097297297;0,221621622;0,216216216;0,064864865;1,6;0;0;0,951351351;0,156756757;0,032432432;0,248648649;0,32972973;0;0;0;1,378378378;1;N;88;0.058317;116843471
PP12;1;N;20121009T153700000;6;0;0;0;6;0;34.670.672.855.914.500;191;141;50;0;11;0;27;0;0;0;N;6;0;0;0;6;0;3,47E+16;34671;191;141;50;0;11;0;27;0;0;1;N;0,888142;0,239503;0,230157;0,12234;0,05094;0,081154;0,00021;0,01803;0,0907;-6,491484;-7,34549;-4,772448;0,41453;0,824786;0,683761;0,739316;0,128205;0,025641;0;0,371795;0,282051;0,051282;0,141026;0,081197;0,047009;0,004274;0;0;0,08547;0;0,068376;0;0;0,021368;0;0;0;1,038462;0;0,149573;3,260684;1;0,888142469;0,239503094;0,230157435;0,122339559;0,050939783;0,081154272;0,00021;0,018030216;0,090699667;-6,4914838;-7,345490184;-4,772448335;0,414529915;0,824786325;0,683760684;0,739316239;0,128205128;0,025641026;0;0,371794872;0,282051282;0,051282051;0,141025641;0,081196581;0,047008547;0,004273504;0;0;0,085470085;0;0,068376068;0;0;0,021367521;0;0;0;1,038461538;0;0,14957265;3,260683761;1;N;88;0.024085;270591838
PP3;3;I;20120924T153600000;22;12;1;1;0;4;10.583.429.093.731.100;47;40;7;0;0;0;4;5;3;3;I;22;12;1;1;0;4;1,06E+16;10583;47;40;7;0;0;0;4;5;3;3;I;0,892578;0,338357;0,17362;0,006153;0,000833;0,452889;0,000584;0,000221;0,167418;4,562792;-6,913437;-5,991431;0,287554;0,313305;0,32618;0;0,266094;0,064378;0,360515;0,76824;0,060086;0,004292;1,459227;1,030043;0,008584;2,369099;0,150215;0;0;0;1,081545;0,300429;0,004292;0,304721;0;0,240343;0,11588;1;0;0;1,154506;3;0,892578157;0,338356862;0,173619864;0,006153258;0,000833;0,452888643;0,000584;0,000221;0,167418386;4,56279194;-6,913436563;-5,99143073;0,287553648;0,313304721;0,326180258;0;0,266094421;0,064377682;0,360515021;0,768240343;0,060085837;0,004291845;1,459227468;1,030042918;0,008583691;2,369098712;0,150214592;0;0;0;1,081545064;0,300429185;0,004291845;0,30472103;0;0,240343348;0,115879828;1;0;0;1,154506438;3;I;88;0.038108;147114384
PP16;1;R;20121015T132800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,902366;0,79633;0,018815;0,071886;0,003432;0,005475;0,000544;0,000885;-0,053184;-27,817324;-5,366118;10,822299;0;0,546392;0,603093;0,118557;0,041237;0,123711;0,195876;0,324742;0,469072;0,015464;0;0,175258;0,252577;0,056701;0,108247;0,046392;0;0,041237;0;0,020619;0,051546;0;0;0,010309;0,293814;0;0;0;0,257732;1;0,902365726;0,796329689;0,018815467;0,071885554;0,003431727;0,005475479;0,000544;0,000885;-0,053184118;-27,81732364;-5,366117742;10,82229858;0;0,546391753;0,603092784;0,118556701;0,041237113;0,12371134;0,195876289;0,324742268;0,469072165;0,015463918;0;0,175257732;0,25257732;0,056701031;0,108247423;0,046391753;0;0,041237113;0;0,020618557;0,051546392;0;0;0,010309278;0,293814433;0;0;0;0,257731959;1;R;88;0.03517;56522974
PP18;1;R;20121019T092900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,916485;0,874105;0,048093;0,004742;0,063267;0,002274;0,000205;0,003785;-0,018076;-22,946099;-1,021074;-1,163986;0;0;0,029289;0,351464;0;0,058577;0;0,794979;0,029289;0,100418;0;0;0,029289;0;0,004184;0,046025;0;0;0;0,079498;0;0,100418;0,004184;0;0;0;0;0;0,016736;1;0,916484508;0,874105477;0,048093405;0,004742472;0,063267321;0,002274197;0,000205;0,003785163;-0,018075813;-22,94609909;-1,021073706;-1,163986496;0;0;0,029288703;0,351464435;0;0,058577406;0;0,794979079;0,029288703;0,10041841;0;0;0,029288703;0;0,0041841;0,046025105;0;0;0;0,079497908;0;0,10041841;0,0041841;0;0;0;0;0;0,016736402;1;R;88;0.018767;617065404
PP14;1;N;20121010T134600000;21;6;0;0;13;1;141.230.826.941.374;118;73;45;0;15;0;15;9;9;0;N;21;6;0;0;13;1;1,41E+14;141;118;73;45;0;15;0;15;9;9;1;N;0,92331;0,807111;0,000956;0,018168;0,027252;0,020683;0,000006;0,050169;-0,062932;-8,339653;-8,414839;1,304773;0;0;0;0,435897;0;0,230769;0;0,410256;0,525641;0,012821;0;0,089744;0,153846;0;0;1,371795;0,551282;0;0;0;1,346154;0,75641;0,025641;0,679487;0;0;0,038462;0;0;1;0,923310388;0,807111095;0,000956;0,018167706;0,02725239;0,020683288;0,00000606;0,050169058;-0,062932324;-8,339653231;-8,414838815;1,30477341;0;0;0;0,435897436;0;0,230769231;0;0,41025641;0,525641026;0,012820513;0;0,08974359;0,153846154;0;0;1,371794872;0,551282051;0;0;0;1,346153846;0,756410256;0,025641026;0,679487179;0;0;0,038461538;0;0;1;N;88;0.022143;112790162
PP16;1;R;20121015T133200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,923545;0,85163;0,009871;0,092303;0,002755;0,002203;0,003636;0,000337;-0,082432;-26,402701;-6,8315;-2,089897;0;0,118644;0,050847;0,055085;0,004237;0,326271;0;0,775424;0,050847;0,025424;0;0,084746;0;0;0,148305;0,877119;0;0;0;0;0,004237;0;0,050847;0;0;0;0;0;0,097458;1;0,923544847;0,851629555;0,009870886;0,092302648;0,002755332;0,002202918;0,003635971;0,000337;-0,082431761;-26,40270148;-6,831499798;-2,089897354;0;0,118644068;0,050847458;0,055084746;0,004237288;0,326271186;0;0,775423729;0,050847458;0,025423729;0;0,084745763;0;0;0,148305085;0,877118644;0;0;0;0;0,004237288;0;0,050847458;0;0;0;0;0;0,097457627;1;R;88;0.039346;68701401
PP3;2;T;20120924T143800000;17;5;1;0;6;2;11.132.331.667.708.900;43;33;10;0;1;1;5;3;0;2;T;17;5;1;0;6;2;1,11E+16;11132;43;33;10;0;1;1;5;3;0;2;T;0,92398;0,538576;0,004554;0,005698;0,000445;0,58213;0,000513;0,000207;-0,001223;-3,456839;-10,480004;-2,84731;0,004184;0,125523;0,117155;0;0,828452;0;0,736402;0,309623;0,60251;0,050209;3,527197;1,025105;0;2,066946;0;0;0;0;0;0;0;0,012552;0;0;0;0,008368;0;0;0,430962;2;0,923980243;0,538575723;0,004554064;0,00569806;0,000445;0,582130127;0,000513;0,000207;-0,00122295;-3,456838846;-10,48000442;-2,847309653;0,0041841;0,125523013;0,117154812;0;0,828451883;0;0,736401674;0,309623431;0,60251046;0,050209205;3,527196653;1,025104603;0;2,066945607;0;0;0;0;0;0;0;0,012552301;0;0;0;0,008368201;0;0;0,430962343;2;T;88;0.039107;122700692
PP24;1;N;20121105T135900000;13;4;0;0;9;0;8.522.239.714.096.360;39;29;10;0;3;0;7;3;0;0;N;13;4;0;0;9;0;8,52E+15;8522;39;29;10;0;3;0;7;3;0;1;N;0,948286892;0,956840988;0,003799099;0,006893802;0,053576254;0,027458117;0,0000203;0,000343;-0,050693213;-13,22053795;-10,5355068;-2,605974751;0,1;0,083333333;0,008333333;0,075;0,029166667;0,004166667;0;0,320833333;0,658333333;0;0;0,020833333;0;0;0;0;0;0;0;0,158333333;0;0;0;0;0;0,2;0,004166667;0;0;1;0,948286892;0,956840988;0,003799099;0,006893802;0,053576254;0,027458117;0,0000203;0,000343;-0,050693213;-13,22053795;-10,5355068;-2,605974751;0,1;0,083333333;0,008333333;0,075;0,029166667;0,004166667;0;0,320833333;0,658333333;0;0;0,020833333;0;0;0;0;0;0;0;0,158333333;0;0;0;0;0;0,2;0,004166667;0;0;1;N;88;0.113781;252716867
PP24;1;R;20121105T132500000;1;0;0;0;0;0;44.547.727.214.752.400;0;0;0;0;0;0;0;0;0;0;R;1;0;0;0;0;0;4,45E+16;44548;0;0;0;0;0;0;0;0;0;1;R;0,952134324;0,93714404;0,001476097;0,003877311;0,145992426;0,025758494;0,000031;0,000463;-0,144810526;-13,34493737;-5,823659954;-7,306879428;0,6625;0,025;0,020833333;0,366666667;0;0,083333333;0;0,941666667;0,020833333;0;0;0;0;0;0;0;0;0,004166667;0;0,266666667;0;0;0;0;0;0,7875;0,004166667;0;0,079166667;1;0,952134324;0,93714404;0,001476097;0,003877311;0,145992426;0,025758494;0,000031;0,000463;-0,144810526;-13,34493737;-5,823659954;-7,306879428;0,6625;0,025;0,020833333;0,366666667;0;0,083333333;0;0,941666667;0,020833333;0;0;0;0;0;0;0;0;0,004166667;0;0,266666667;0;0;0;0;0;0,7875;0,004166667;0;0,079166667;1;R;88;0.039034;353338294
PP16;1;N;20121015T134600000;5;2;0;0;3;0;31.144.037.308.738.700;41;31;10;0;5;0;5;1;1;0;N;5;2;0;0;3;0;3,11E+16;31144;41;31;10;0;5;0;5;1;1;1;N;0,787912;0,443629;0,028404;0,276424;0,010227;0,002741;0,001072;0,060588;-0,271883;-4,91297;-5,140621;-1,45049;0,057143;0,352381;0,32381;0,609524;0,038095;0,390476;0,028571;0,533333;0,257143;0,019048;0;0;0,990476;0,085714;0,914286;0,009524;0,285714;1,438095;0;0;0,114286;0,514286;0,019048;0,028571;0,390476;0,085714;0;0;0,904762;1;0,787911739;0,443628522;0,02840428;0,276424321;0,010227391;0,002741333;0,001072473;0,060587974;-0,271883017;-4,912969715;-5,140620943;-1,450490074;0,057142857;0,352380952;0,323809524;0,60952381;0,038095238;0,39047619;0,028571429;0,533333333;0,257142857;0,019047619;0;0;0,99047619;0,085714286;0,914285714;0,00952381;0,285714286;1,438095238;0;0;0,114285714;0,514285714;0,019047619;0,028571429;0,39047619;0,085714286;0;0;0,904761905;1;N;89;0.045161;74580061
PP16;1;N;20121015T135600000;7;5;0;0;0;1;4.741.899.845.656.410;79;63;16;0;2;0;12;2;0;0;N;7;5;0;0;0;1;4,74E+15;4742;79;63;16;0;2;0;12;2;0;1;N;0,790741;0,276361;0,060444;0,200945;0,011024;0,001254;0,000097;0,063136;-0,160482;-2,528959;-4,159012;-3,237382;0;0,297872;0,304965;0,234043;0;0,092199;0,035461;0,723404;0,042553;0,06383;0,028369;0,007092;0,666667;0;1,539007;0,304965;0,163121;2,41844;0;0,028369;0,48227;0,326241;0,007092;0;0,964539;0;0;0;0,638298;1;0,790740799;0,276360668;0,060444189;0,2009452;0,011023852;0,001253591;0,0000974;0,063135636;-0,160481509;-2,528958879;-4,159012092;-3,237381698;0;0,29787234;0,304964539;0,234042553;0;0,092198582;0,035460993;0,723404255;0,042553191;0,063829787;0,028368794;0,007092199;0,666666667;0;1,539007092;0,304964539;0,163120567;2,418439716;0;0,028368794;0,482269504;0,326241135;0,007092199;0;0,964539007;0;0;0;0,638297872;1;N;89;0.041713;83185237
PP16;1;N;20121015T140000000;5;3;0;0;0;1;4.079.442.265.086.450;77;54;23;0;8;0;14;0;0;0;N;5;3;0;0;0;1;4,08E+15;4079;77;54;23;0;8;0;14;0;0;1;N;0,83533;0,437335;0,020719;0,121094;0,025934;0,007913;0,000273;0,035785;-0,122011;-5,395014;-5,391577;-4,865513;0,415254;0,254237;0,237288;0,347458;0,033898;0,110169;0,110169;0,627119;0,144068;0,084746;0;0,050847;0,864407;0;1,40678;0,440678;0,313559;1,838983;0;0,059322;0,228814;0,347458;0,008475;0,042373;0,279661;1;0,076271;0;0,872881;1;0,835330358;0,437334774;0,020719311;0,121093562;0,025933923;0,007912618;0,000273;0,035785384;-0,122010996;-5,395014369;-5,39157653;-4,865513323;0,415254237;0,254237288;0,237288136;0,347457627;0,033898305;0,110169492;0,110169492;0,627118644;0,144067797;0,084745763;0;0,050847458;0,86440678;0;1,406779661;0,440677966;0,313559322;1,838983051;0;0,059322034;0,228813559;0,347457627;0,008474576;0,042372881;0,279661017;1;0,076271186;0;0,872881356;1;N;89;0.055119;91837889
PP3;3;I;20120924T155800000;26;20;1;0;1;2;15.570.872.900.331.900;17;10;7;0;2;0;1;12;1;3;I;26;20;1;0;1;2;1,56E+16;15571;17;10;7;0;2;0;1;12;1;3;I;0,88698;0,381413;0,010242;0,005185;0,000152;0,624585;0,023307;0,000307;-0,002142;0,275864;-7,162124;-3,622879;0,111111;0,106838;0,123932;0;0,611111;0;0,405983;0,666667;0,269231;0,004274;2,384615;1,367521;0;2,974359;0;0;0;0;0,008547;0,08547;0,004274;0,410256;0;0,055556;0;0,337607;0;0,004274;0,333333;3;0,886979563;0,38141309;0,010242313;0,005185328;0,000152;0,624585046;0,023307267;0,000307;-0,002142333;0,275864078;-7,162123887;-3,6228791;0,111111111;0,106837607;0,123931624;0;0,611111111;0;0,405982906;0,666666667;0,269230769;0,004273504;2,384615385;1,367521368;0;2,974358974;0;0;0;0;0,008547009;0,085470085;0,004273504;0,41025641;0;0,055555556;0;0,337606838;0;0,004273504;0,333333333;3;I;89;0.041112;147473805
PP18;1;R;20121019T093100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,910086;0,856444;0,030824;0,000318;0,217736;0,001952;0,000264;0,002519;-0,186997;-28,75552;-3,70887;-2,746585;0;0,016736;0;0,497908;0;0;0;0,958159;0;0;0;0;0;0;0;0,016736;0;0,041841;0;0;0;0;0;0;0;0;0;0,016736;0;1;0,910085979;0,856443565;0,030824194;0,000318;0,217735788;0,001951772;0,000264;0,002518598;-0,186997333;-28,75552032;-3,708869908;-2,74658481;0;0,016736402;0;0,49790795;0;0;0;0,958158996;0;0;0;0;0;0;0;0,016736402;0;0,041841004;0;0;0;0;0;0;0;0;0;0,016736402;0;1;R;89;0.022025;518255352
