A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DHR;DRMSSD;DSCL
PP18;1;N;20121019T095000000;0;0;0;0;0;0;0;127;54;73;45;3;22;17;5;0;0;0;0;0;0;0;0;0;127;54;73;45;3;22;17;5;0;1;0,90941;0,92162;0,01917;0,00265;0,07180;0,00227;0,00014;0,00654;-0,05746;-27,02542;-9,96898;4,73200;0,02575;0,01717;0,00000;0,12446;0,00000;0,04292;0,00000;0,41202;0,53648;0,00429;0,00000;0,00000;0,00429;0,00000;0,00000;0,18884;0,08155;0,01288;0,00000;0,03434;0,01288;0,00000;0,00000;0,02146;0,00000;0,04721;0,00000;0,00000;0,03863;1;0,90941;0,92162;0,01917;0,00265;0,07180;0,00227;0,00014;0,00654;-0,05746;-27,02542;-9,96898;4,73200;0,02575;0,01717;0,00000;0,12446;0,00000;0,04292;0,00000;0,41202;0,53648;0,00429;0,00000;0,00000;0,00429;0,00000;0,00000;0,18884;0,08155;0,01288;0,00000;0,03433;0,01288;0,00000;0,00000;0,02146;0,00000;0,04721;0,00000;0,00000;0,03863;1;81;0,028766;214239902
PP19;2;I;20121019T154700000;0;0;0;0;0;0;0;119;83;36;0;17;0;18;0;0;0;0;0;0;0;0;0;0;119;83;36;0;17;0;18;0;0;2;0,90960;0,73451;0,01517;0,05926;0,03637;0,00514;0,00006;0,01345;-0,05672;-8,57290;-10,57331;-1,15025;0,15000;0,01364;0,10909;0,08182;0,31364;0,02273;0,00909;0,37273;0,56364;0,00455;0,08636;0,00000;0,40455;0,00000;0,00000;0,75000;0,07727;0,08182;0,00000;0,08182;0,96364;0,90455;0,00000;0,10000;0,17273;0,22727;0,07727;0,01364;0,38182;2;0,90960;0,73451;0,01517;0,05926;0,03637;0,00514;0,00006;0,01345;-0,05672;-8,57290;-10,57331;-1,15025;0,15000;0,01364;0,10909;0,08182;0,31364;0,02273;0,00909;0,37273;0,56364;0,00455;0,08636;0,00000;0,40455;0,00000;0,00000;0,75000;0,07727;0,08182;0,00000;0,08182;0,96364;0,90455;0,00000;0,10000;0,17273;0,22727;0,07727;0,01364;0,38182;2;81;0,041654;184627041
PP18;2;I;20121019T105600000;8;7;0;1;0;0;5,23E+15;103;73;30;5;0;2;12;13;4;0;8;7;0;1;0;0;5,23E+15;103;73;30;5;0;2;12;13;4;2;0,91232;0,90863;0,03342;0,00169;0,07544;0,00409;0,00012;0,01343;-0,05365;-26,85633;-10,34912;1,21505;0,00840;0,00420;0,01681;0,05462;0,02101;0,04622;0,00000;0,64706;0,29412;0,01261;0,00000;0,00000;0,00420;0,00840;0,00000;0,21008;0,02101;0,08403;0,00000;0,01681;0,00000;0,00000;0,01681;0,00420;0,00000;0,01681;0,00000;0,00000;0,01261;2;0,91232;0,90863;0,03342;0,00169;0,07544;0,00409;0,00012;0,01343;-0,05365;-26,85633;-10,34912;1,21505;0,00840;0,00420;0,01681;0,05462;0,02101;0,04622;0,00000;0,64706;0,29412;0,01261;0,00000;0,00000;0,00420;0,00840;0,00000;0,21008;0,02101;0,08403;0,00000;0,01681;0,00000;0,00000;0,01681;0,00420;0,00000;0,01681;0,00000;0,00000;0,01261;2;81;0,040367;214711531
PP14;2;I;20121010T145000000;9;4;1;0;2;1;4,82E+15;122;87;35;0;10;0;20;1;3;0;9;4;1;0;2;1;4,82E+15;122;87;35;0;10;0;20;1;3;2;0,91365;0,87184;0,00281;0,06267;0,02060;0,02352;0,00003;0,00759;-0,06622;-13,58939;2,35447;1,17475;0,00000;0,04110;0,00913;0,40639;0,00000;0,31050;0,00000;0,84475;0,03196;0,01827;0,00913;0,00000;0,17808;0,00457;0,00000;0,74886;0,01827;0,04566;0,00000;0,01370;0,39726;0,25571;0,00000;1,03653;0,00457;0,00000;0,00457;0,00000;0,14155;2;0,91365;0,87184;0,00281;0,06267;0,02060;0,02352;0,00003;0,00759;-0,06622;-13,58939;2,35447;1,17475;0,00000;0,04110;0,00913;0,40639;0,00000;0,31050;0,00000;0,84475;0,03196;0,01826;0,00913;0,00000;0,17808;0,00457;0,00000;0,74886;0,01826;0,04566;0,00000;0,01370;0,39726;0,25571;0,00000;1,03653;0,00457;0,00000;0,00457;0,00000;0,14155;2;81;0,026995;132844683
PP14;2;I;20121010T144600000;0;0;0;0;0;0;0;246;122;124;0;92;0;18;13;0;0;0;0;0;0;0;0;0;246;122;124;0;92;0;18;13;0;2;0,91527;0,82738;0,00117;0,03067;0,04971;0,02307;0,00016;0,03093;-0,07102;-12,75046;3,13144;1,76941;0,00472;0,03302;0,05660;0,31132;0,00472;0,58491;0,00000;0,87736;0,00943;0,01415;0,01415;0,00472;0,53302;0,00000;0,00000;1,27359;0,75472;0,00000;0,00000;0,02359;0,32076;0,35377;0,00943;0,66981;0,00000;0,00472;0,00472;0,04245;0,15566;2;0,91527;0,82738;0,00117;0,03067;0,04971;0,02307;0,00016;0,03093;-0,07102;-12,75046;3,13144;1,76941;0,00472;0,03302;0,05660;0,31132;0,00472;0,58491;0,00000;0,87736;0,00943;0,01415;0,01415;0,00472;0,53302;0,00000;0,00000;1,27358;0,75472;0,00000;0,00000;0,02358;0,32075;0,35377;0,00943;0,66981;0,00000;0,00472;0,00472;0,04245;0,15566;2;81;0,023749;131937068
PP18;1;N;20121019T100700000;28;7;0;0;19;1;1,84E+15;26;0;26;16;0;4;0;4;2;0;28;7;0;0;19;1;1,84E+15;26;0;26;16;0;4;0;4;2;1;0,91575;0,90021;0,02106;0,00192;0,06227;0,00531;0,00013;0,00878;-0,04495;-21,75882;-12,90137;0,29681;0,05106;0,00000;0,00000;0,27234;0,00426;0,08085;0,00000;0,51915;0,41277;0,00000;0,00000;0,00000;0,00851;0,00000;0,00000;0,12340;0,04255;0,07234;0,00000;0,15745;0,05532;0,00851;0,00000;0,00426;0,00000;0,11915;0,00000;0,00000;0,00426;1;0,91575;0,90021;0,02105;0,00192;0,06227;0,00531;0,00013;0,00878;-0,04495;-21,75882;-12,90137;0,29681;0,05106;0,00000;0,00000;0,27234;0,00426;0,08085;0,00000;0,51915;0,41277;0,00000;0,00000;0,00000;0,00851;0,00000;0,00000;0,12340;0,04255;0,07234;0,00000;0,15745;0,05532;0,00851;0,00000;0,00426;0,00000;0,11915;0,00000;0,00000;0,00426;1;81;0,103429;209528614
PP7;2;T;20121002T150100000;2;2;0;0;0;0;1,06E+16;209;130;79;23;17;0;22;0;0;2;2;2;0;0;0;0;1,06E+16;209;130;79;23;17;0;22;0;0;2;0,91806;0,82029;0,02024;0,06224;0,03105;0,03466;0,00028;0,00061;-0,05849;11,02391;-7,63656;-13,62937;0,00617;0,32716;0,41358;0,03704;0,00000;0,00000;0,00000;0,64198;0,14815;0,01235;0,00000;0,00617;0,00000;0,19136;0,00000;0,00000;0,00000;0,00000;0,12963;0,07407;0,00000;0,02469;0,00000;2,05556;0,21605;0,01235;0,00000;0,00000;0,74691;2;0,91806;0,82029;0,02024;0,06224;0,03105;0,03466;0,00028;0,00061;-0,05849;11,02391;-7,63656;-13,62937;0,00617;0,32716;0,41358;0,03704;0,00000;0,00000;0,00000;0,64198;0,14815;0,01235;0,00000;0,00617;0,00000;0,19136;0,00000;0,00000;0,00000;0,00000;0,12963;0,07407;0,00000;0,02469;0,00000;2,05556;0,21605;0,01235;0,00000;0,00000;0,74691;2;81;0,025586;16173909
PP7;1;N;20121002T133800000;0;0;0;0;0;0;0;235;134;101;0;77;0;20;0;0;1;0;0;0;0;0;0;0;235;134;101;0;77;0;20;0;0;1;0,91937;0,74951;0,05041;0,06871;0,02701;0,01327;0,00566;0,00048;-0,03391;8,81530;-4,38239;-14,33237;0,04245;0,54245;0,48585;0,00943;0,00000;0,06604;0,00000;0,42925;0,18868;0,07547;0,00000;0,01415;0,00472;0,02359;0,00000;0,01415;0,00000;0,00000;0,36793;0,07547;0,00472;0,05189;0,00000;1,28774;0,14623;0,08019;0,00000;0,00000;1,10377;1;0,91937;0,74951;0,05041;0,06871;0,02701;0,01327;0,00566;0,00048;-0,03391;9,00000;-4,00000;-14,00000;0,04245;0,54245;0,48585;0,00943;0,00000;0,06604;0,00000;0,42925;0,18868;0,07547;0,00000;0,01415;0,00472;0,02358;0,00000;0,01415;0,00000;0,00000;0,36792;0,07547;0,00472;0,05189;0,00000;1,28774;0,14623;0,08019;0,00000;0,00000;1,10377;1;81;0,024181;175044571
PP18;1;N;20121019T095200000;1;0;0;0;1;0;7,84E+15;131;81;50;10;5;2;20;8;2;0;1;0;0;0;1;0;7,84E+15;131;81;50;10;5;2;20;8;2;1;0,92047;0,86690;0,02710;0,00089;0,09756;0,00226;0,00023;0,00328;-0,07094;-25,57898;-8,88782;2,65756;0,00417;0,01667;0,00417;0,17500;0,00000;0,06667;0,00000;0,86667;0,09583;0,00000;0,00000;0,00000;0,00833;0,00000;0,00000;0,25417;0,01250;0,01250;0,00000;0,03750;0,00000;0,00000;0,00000;0,00000;0,00000;0,00417;0,00000;0,00000;0,03750;1;0,92047;0,86690;0,02710;0,00089;0,09756;0,00226;0,00023;0,00328;-0,07094;-25,57898;-8,88782;2,65756;0,00417;0,01667;0,00417;0,17500;0,00000;0,06667;0,00000;0,86667;0,09583;0,00000;0,00000;0,00000;0,00833;0,00000;0,00000;0,25417;0,01250;0,01250;0,00000;0,03750;0,00000;0,00000;0,00000;0,00000;0,00000;0,00417;0,00000;0,00000;0,03750;1;81;0,031017;216694338
PP12;2;I;20121009T163000000;0;0;0;0;0;0;0;247;174;73;0;19;0;44;0;0;0;0;0;0;0;0;0;0;247;174;73;0;19;0;44;0;0;2;0,92184;0,43390;0,04399;0,19842;0,05477;0,00506;0,00042;0,01950;-0,17141;-1,35129;-5,87227;-4,77947;0,00000;0,82279;0,47679;0,90717;0,00000;0,22363;0,00000;0,33333;0,34177;0,01266;0,10127;0,00000;0,12658;0,00000;0,00000;0,00000;0,00000;0,00000;0,05063;0,00000;0,00422;0,55696;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;3,37975;2;0,92184;0,43390;0,04399;0,19842;0,05477;0,00506;0,00042;0,01950;-0,17141;-1,35129;-5,87227;-4,77947;0,00000;0,82278;0,47679;0,90717;0,00000;0,22363;0,00000;0,33333;0,34177;0,01266;0,10127;0,00000;0,12658;0,00000;0,00000;0,00000;0,00000;0,00000;0,05063;0,00000;0,00422;0,55696;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;3,37975;2;81;0,026973;458178011
PP18;3;T;20121019T115500000;10;3;0;0;5;1;6,02E+14;63;42;21;6;2;0;11;2;2;0;10;3;0;0;5;1;6,02E+14;63;42;21;6;2;0;11;2;2;3;0,92573;0,92968;0,01092;0,00116;0,05232;0,00958;0,00106;0,00087;-0,04141;-12,43861;-13,02065;1,69580;0,11441;0,00000;0,00000;0,08898;0,00000;0,00000;0,00000;0,57203;0,39831;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,05932;0,00000;0,00848;0,00000;0,02542;0,00000;0,00000;0,02542;0,00000;0,00000;0,18644;0,00000;0,00000;0,00000;3;0,92573;0,92968;0,01092;0,00116;0,05232;0,00958;0,00105;0,00087;-0,04141;-12,43861;-13,02065;1,69580;0,11441;0,00000;0,00000;0,08898;0,00000;0,00000;0,00000;0,57203;0,39831;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,05932;0,00000;0,00847;0,00000;0,02542;0,00000;0,00000;0,02542;0,00000;0,00000;0,18644;0,00000;0,00000;0,00000;3;81;0,066343;223997247
PP12;2;I;20121009T163900000;0;0;0;0;0;0;0;209;140;69;0;33;0;31;0;0;0;0;0;0;0;0;0;0;209;140;69;0;33;0;31;0;0;2;0,92648;0,39629;0,01620;0,27860;0,06420;0,01203;0,00013;0,04668;-0,28614;4,57316;-4,83383;-4,85674;0,06780;0,90678;0,80509;0,50424;0,00000;0,03814;0,00000;0,37712;0,28390;0,00424;0,04661;0,00000;0,02119;0,00000;0,00000;0,07203;0,03390;0,00000;0,00000;0,00000;0,01271;0,02119;0,00000;0,00000;0,00000;0,13136;0,00000;0,00000;3,68644;2;0,92648;0,39629;0,01620;0,27860;0,06419;0,01203;0,00013;0,04668;-0,28614;4,57316;-4,83383;-4,85674;0,06780;0,90678;0,80508;0,50424;0,00000;0,03814;0,00000;0,37712;0,28390;0,00424;0,04661;0,00000;0,02119;0,00000;0,00000;0,07203;0,03390;0,00000;0,00000;0,00000;0,01271;0,02119;0,00000;0,00000;0,00000;0,13136;0,00000;0,00000;3,68644;2;81;0,027573;469228299
PP12;1;N;20121009T155700000;29;10;0;0;9;5;1,66E+16;117;71;46;0;20;0;17;0;0;0;29;10;0;0;9;5;1,66E+16;117;71;46;0;20;0;17;0;0;1;0,92801;0,69789;0,01360;0,03686;0,02603;0,02974;0,00863;0,00783;-0,04123;-9,95335;-4,73299;-6,76640;0,22500;0,15833;0,10417;0,20417;0,33750;0,19583;0,00000;0,87917;0,02083;0,00417;0,60833;0,01667;0,00000;0,07083;0,00000;0,05833;0,00000;0,00000;0,00000;0,00000;0,00000;0,08333;0,00000;0,12917;0,00000;0,44167;0,00417;0,05000;0,35000;1;0,92801;0,69788;0,01360;0,03686;0,02603;0,02974;0,00863;0,00783;-0,04123;-9,95335;-4,73299;-6,76640;0,22500;0,15833;0,10417;0,20417;0,33750;0,19583;0,00000;0,87917;0,02083;0,00417;0,60833;0,01667;0,00000;0,07083;0,00000;0,05833;0,00000;0,00000;0,00000;0,00000;0,00000;0,08333;0,00000;0,12917;0,00000;0,44167;0,00417;0,05000;0,35000;1;81;0,02739;299242188
PP14;2;I;20121010T144100000;7;3;0;0;2;1;4,76E+15;69;45;24;0;0;0;11;10;6;0;7;3;0;0;2;1;4,76E+15;69;45;24;0;0;0;11;10;6;2;0,92866;0,93198;0,00392;0,01310;0,02386;0,03824;0,00005;0,01365;-0,02881;-10,73695;1,58785;-0,45317;0,00455;0,04091;0,05000;0,39546;0,00000;0,42273;0,00000;0,71364;0,05000;0,02727;0,00000;0,00455;0,32273;0,00455;0,01364;1,25000;0,37727;0,03636;0,00000;0,11364;0,21818;0,30909;0,00909;0,43182;0,00000;0,00455;0,04091;0,00000;0,40000;2;0,92866;0,93198;0,00392;0,01310;0,02386;0,03824;0,00005;0,01365;-0,02881;-10,73695;1,58785;-0,45317;0,00455;0,04091;0,05000;0,39545;0,00000;0,42273;0,00000;0,71364;0,05000;0,02727;0,00000;0,00455;0,32273;0,00455;0,01364;1,25000;0,37727;0,03636;0,00000;0,11364;0,21818;0,30909;0,00909;0,43182;0,00000;0,00455;0,04091;0,00000;0,40000;2;81;0,028634;131399297
PP14;1;N;20121010T133400000;74;22;0;0;6;23;5,99E+15;7;5;2;1;0;0;0;0;0;0;74;22;0;0;6;23;5,99E+15;7;5;2;1;0;0;0;0;0;1;0,93170;0,65083;0,00003;0,04169;0,02806;0,06251;0,00002;0,02515;-0,06342;-7,33946;-15,71794;-0,21536;0,00000;0,00000;0,00000;0,53810;0,00000;0,90476;0,00000;0,00476;0,96191;0,00000;0,00000;0,74762;0,01905;0,00000;0,00000;1,47619;0,13333;0,00000;0,00000;0,00000;3,00476;0,02857;0,02381;2,32381;0,00000;0,00000;0,00476;0,00000;0,00000;1;0,93170;0,65083;0,00003;0,04169;0,02806;0,06251;0,00002;0,02515;-0,06342;-7,33946;-15,71794;-0,21536;0,00000;0,00000;0,00000;0,53810;0,00000;0,90476;0,00000;0,00476;0,96190;0,00000;0,00000;0,74762;0,01905;0,00000;0,00000;1,47619;0,13333;0,00000;0,00000;0,00000;3,00476;0,02857;0,02381;2,32381;0,00000;0,00000;0,00476;0,00000;0,00000;1;81;0,025431;100404521
PP17;2;T;20121017T145100000;0;0;0;0;0;0;0;225;159;66;20;9;0;31;0;0;0;0;0;0;0;0;0;0;225;159;66;20;9;0;31;0;0;2;0,93610;0,86110;0,00319;0,03957;0,02235;0,02658;0,00048;0,00244;-0,03987;-18,85881;-6,34562;-1,13973;0,00881;0,00000;0,00000;0,20264;0,03965;0,90749;0,00000;0,88106;0,00881;0,00441;0,03965;0,36123;0,58590;0,03524;0,00000;0,80617;0,07489;0,00000;0,00000;0,03524;0,42291;0,11454;0,03965;0,06608;0,00000;0,00881;0,00441;0,00441;0,04405;2;0,93610;0,86110;0,00319;0,03957;0,02235;0,02658;0,00048;0,00244;-0,03987;-18,85881;-6,34562;-1,13973;0,00881;0,00000;0,00000;0,20264;0,03965;0,90749;0,00000;0,88106;0,00881;0,00441;0,03965;0,36123;0,58590;0,03524;0,00000;0,80617;0,07489;0,00000;0,00000;0,03524;0,42291;0,11454;0,03965;0,06608;0,00000;0,00881;0,00441;0,00441;0,04405;2;81;0,026261;269466803
PP12;2;I;20121009T164600000;27;10;0;0;1;8;1,48E+15;147;96;51;0;18;0;24;0;0;0;27;10;0;0;1;8;1,48E+15;147;96;51;0;18;0;24;0;0;2;0,94124;0,46705;0,05675;0,11940;0,02592;0,09675;0,00334;0,01210;-0,07614;2,11665;-4,39134;-4,86333;0,22689;0,60084;0,50840;0,62185;0,07983;0,02941;0,00000;0,61345;0,13445;0,01261;0,34454;0,32353;0,00000;0,20168;0,00000;0,01261;0,00000;0,00000;0,00000;0,00000;0,17647;0,38235;0,00000;0,00000;0,00000;0,43698;0,00000;0,00000;2,33613;2;0,94124;0,46705;0,05675;0,11940;0,02592;0,09675;0,00334;0,01210;-0,07614;2,11665;-4,39133;-4,86333;0,22689;0,60084;0,50840;0,62185;0,07983;0,02941;0,00000;0,61345;0,13445;0,01261;0,34454;0,32353;0,00000;0,20168;0,00000;0,01261;0,00000;0,00000;0,00000;0,00000;0,17647;0,38235;0,00000;0,00000;0,00000;0,43697;0,00000;0,00000;2,33613;2;81;0,025225;560571746
PP3;2;R;20120924T143000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,94150;0,31146;0,00380;0,00083;0,00048;0,81066;0,00128;0,00044;0,00267;-4,08341;-6,19016;-1,97636;0,00840;0,00420;0,00420;0,00000;0,28151;0,00000;0,18487;0,93698;0,02521;0,00840;0,20588;1,26050;0,00000;3,98740;0,00000;0,00000;0,00000;0,00000;0,00000;0,07563;0,00000;0,09244;0,00000;0,58403;0,03782;0,01261;0,00000;0,02101;0,02521;2;0,94150;0,31146;0,00380;0,00083;0,00048;0,81066;0,00128;0,00044;0,00267;-4,08341;-6,19016;-1,97636;0,00840;0,00420;0,00420;0,00000;0,28151;0,00000;0,18487;0,93697;0,02521;0,00840;0,20588;1,26050;0,00000;3,98739;0,00000;0,00000;0,00000;0,00000;0,00000;0,07563;0,00000;0,09244;0,00000;0,58403;0,03782;0,01261;0,00000;0,02101;0,02521;2;81;0,037887;136413935
PP17;1;N;20121017T134100000;7;3;0;0;4;0;5,60E+16;100;62;38;7;9;0;13;2;0;0;7;3;0;0;4;0;5,60E+16;100;62;38;7;9;0;13;2;0;1;0,94710;0,78827;0,00194;0,06619;0,00798;0,01133;0,00067;0,00659;-0,06519;-19,59539;-1,56178;-2,84294;0,08333;0,08333;0,02083;0,27083;0,00417;0,94167;0,00000;0,82083;0,00000;0,01250;0,00000;0,01667;0,32500;0,00000;0,16250;1,72917;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,04583;0,00000;0,17083;0,17500;0,00417;0,00417;1;0,94710;0,78827;0,00194;0,06619;0,00798;0,01133;0,00067;0,00659;-0,06519;-19,59539;-1,56178;-2,84294;0,08333;0,08333;0,02083;0,27083;0,00417;0,94167;0,00000;0,82083;0,00000;0,01250;0,00000;0,01667;0,32500;0,00000;0,16250;1,72917;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,04583;0,00000;0,17083;0,17500;0,00417;0,00417;1;81;0,018896;215215381
PP14;1;N;20121010T140200000;5;2;0;1;0;1;4,38E+15;200;108;92;8;44;0;27;0;0;0;5;2;0;1;0;1;4,38E+15;200;108;92;8;44;0;27;0;0;1;0,55124;0,25374;0,00228;0,00607;0,23198;0,00816;0,00000;0,01778;-0,24228;-1,18785;-1,73064;-1,35047;0,00000;0,33333;0,00000;0,33333;0,00000;0,33333;0,00000;0,00000;0,00000;0,00000;0,66667;1,33333;1,66667;0,00000;0,00000;3,00000;0,33333;0,00000;0,00000;0,00000;0,00000;3,33333;0,00000;0,00000;0,66667;0,00000;0,00000;0,33333;0,00000;1;0,55124;0,25374;0,00228;0,00607;0,23198;0,00816;0,00000;0,01778;-0,24228;-1,18785;-1,73064;-1,35046;0,00000;0,33333;0,00000;0,33333;0,00000;0,33333;0,00000;0,00000;0,00000;0,00000;0,66667;1,33333;1,66667;0,00000;0,00000;3,00000;0,33333;0,00000;0,00000;0,00000;0,00000;3,33333;0,00000;0,00000;0,66667;0,00000;0,00000;0,33333;0,00000;1;82;0,026901;107623808
PP16;1;N;20121015T140600000;24;10;0;0;2;6;1,49E+16;35;16;19;0;6;0;4;0;0;0;24;10;0;0;2;6;1,49E+16;35;16;19;0;6;0;4;0;0;1;0,77323;0,13057;0,02839;0,17789;0,01545;0,00113;0,00007;0,20504;-0,24905;-2,07481;-3,35252;-6,67979;0,00544;0,08152;0,09239;0,54891;0,00544;0,11413;0,20109;0,87500;0,01630;0,02717;0,00000;0,01087;1,59783;0,00544;2,98913;0,77174;0,32609;3,50544;0,00000;0,00544;0,02174;0,07065;0,00000;0,04348;1,35870;0,01087;0,00000;0,00000;0,34239;1;0,77323;0,13057;0,02839;0,17789;0,01545;0,00113;0,00007;0,20504;-0,24905;-2,07481;-3,35252;-6,67979;0,00543;0,08152;0,09239;0,54891;0,00543;0,11413;0,20109;0,87500;0,01630;0,02717;0,00000;0,01087;1,59783;0,00543;2,98913;0,77174;0,32609;3,50543;0,00000;0,00543;0,02174;0,07065;0,00000;0,04348;1,35870;0,01087;0,00000;0,00000;0,34239;1;82;0,068241;10886081
PP16;2;I;20121015T151700000;0;0;0;0;0;0;0;41;27;14;0;9;0;4;6;0;0;0;0;0;0;0;0;0;41;27;14;0;9;0;4;6;0;2;0,79104;0,15252;0,03096;0,18722;0,01473;0,00692;0,00033;0,15330;-0,19930;-0,76428;-2,29231;-7,86202;0,09559;0,19853;0,12500;0,51471;0,12500;0,00000;0,55147;0,84559;0,06618;0,00735;0,05882;0,00000;0,16912;0,00000;2,69853;1,23529;0,10294;3,18382;0,00000;0,00000;0,13235;0,06618;0,00000;0,11765;0,52941;0,27206;0,08088;0,00000;0,42647;2;0,79104;0,15252;0,03096;0,18722;0,01473;0,00692;0,00033;0,15330;-0,19930;-0,76428;-2,29231;-7,86202;0,09559;0,19853;0,12500;0,51471;0,12500;0,00000;0,55147;0,84559;0,06618;0,00735;0,05882;0,00000;0,16912;0,00000;2,69853;1,23529;0,10294;3,18382;0,00000;0,00000;0,13235;0,06618;0,00000;0,11765;0,52941;0,27206;0,08088;0,00000;0,42647;2;82;0,069039;14152514
PP16;2;I;20121015T145400000;0;0;0;0;0;0;0;2;0;2;0;0;1;0;3;5;0;0;0;0;0;0;0;0;2;0;2;0;0;1;0;3;5;2;0,79273;0,45882;0,01481;0,29200;0,01160;0,00259;0,00039;0,09669;-0,27932;-4,68749;-2,29873;-7,60440;0,00775;0,16279;0,26357;0,81395;0,00000;0,03876;0,45736;0,88372;0,03101;0,02326;0,01550;0,02326;0,26357;0,17830;1,34884;0,42636;0,17054;2,59690;0,00000;0,00000;0,14729;0,10853;0,05426;0,27132;0,06202;0,00775;0,00000;0,00000;0,61240;2;0,79273;0,45882;0,01481;0,29200;0,01160;0,00259;0,00039;0,09669;-0,27932;-4,68749;-2,29873;-7,60440;0,00775;0,16279;0,26357;0,81395;0,00000;0,03876;0,45736;0,88372;0,03101;0,02326;0,01550;0,02326;0,26357;0,17829;1,34884;0,42636;0,17054;2,59690;0,00000;0,00000;0,14729;0,10853;0,05426;0,27132;0,06202;0,00775;0,00000;0,00000;0,61240;2;82;0,072767;130240321
PP16;1;N;20121015T141000000;17;6;0;0;3;4;1,23E+16;37;20;17;0;13;0;3;0;0;0;17;6;0;0;3;4;1,23E+16;37;20;17;0;13;0;3;0;0;1;0,79284;0,24097;0,05990;0,14949;0,02943;0,00205;0,00027;0,12325;-0,15029;-5,80088;-4,56975;-5,48047;0,03488;0,19767;0,08140;0,54651;0,00581;0,02907;0,23837;0,83140;0,08721;0,00581;0,00000;0,09302;1,05814;0,00000;2,75000;1,11047;0,18023;2,73256;0,00000;0,00000;0,10465;0,02326;0,00581;0,04651;0,85465;0,03488;0,01163;0,00000;0,53488;1;0,79284;0,24097;0,05990;0,14949;0,02943;0,00205;0,00027;0,12325;-0,15029;-5,80088;-4,56975;-5,48047;0,03488;0,19767;0,08140;0,54651;0,00581;0,02907;0,23837;0,83140;0,08721;0,00581;0,00000;0,09302;1,05814;0,00000;2,75000;1,11047;0,18023;2,73256;0,00000;0,00000;0,10465;0,02326;0,00581;0,04651;0,85465;0,03488;0,01163;0,00000;0,53488;1;82;0,069115;119283325
